,question,gemini_pro,gemini_flash,gpt40613,mixtral,palm2,palmyra,gpt4o,gpt4turbo,llama,claude,final_answer
1472,"A housing corporation owned a tract of land and prepared a development plan to divide the land into 100 lots and create a residential community on the property. The Declaration of Covenants created the community association, an administrative entity that would administer and enforce the regulations' and restrictions recited in the Declaration of Covenants. One of the restrictions reads:""There shall never at any time be erected, permitted, or maintained upon any part of the property any structure designed for or used as a saloon or place for the sale or manufacture of malt, vinous, or spirituous liquors. ""The Declaration of Covenants was duly recorded and was included in the deed taken by a psychologist when he purchased lot 24 in the housing development. The psychologist recorded his deed. The psychologist gave his lot to his son. The deed conveying lot 24 to the son contained no reference to the Declaration of Covenants or any of its provisions. The deed provided that ""these premises are conveyed to (the son), his heirs, and assigns, as long as they are used for residential purposes only. "" The son did not record his deed. The son was unaware of the Declaration of Covenants. The son started a home business selling imported wine from his home. A geologist, the owner of lot 26, which was situated next to the son's lot, brought an action of ejectment against the son. Which of the following is the best argument for the son?",A,B,A, B,A,A,A,C, B,A,A
1473,"A defendant went to a convenience store intending to rob it. The defendant had a gun inside his coat pocket. When the defendant entered the store, the owner saw that he had his hand in his coat pocket. Although the owner did not actually see the gun, he noticed a bulge in the defendant's coat pocket. Paranoid because of a rash of recent robberies, the owner said, ""Please don't hurt me 11 do anything you want. "" The owner then fainted and fell to the floor. The defendant walked behind the counter and opened the cash register. He took the money from the register and left the store. If the defendant is charged with robbery, he should be found",A,A,A, A,A,A,A,A, C,A,A
1474,"A city enacted an ordinance prohibiting the singing and chanting of songs from 1:00P. M. to 1:00A. M. by two or more persons if such noise is audible off the premises where the singing takes place. The ordinance expressly exempted from its purview the singing or chanting of religious songs. After the ordinance was enacted and went into effect, several college students were walking down the street on their way to a victory celebration following a big college football game. They began loudly chanting, ""We're number 1. . . we're number 1. "" One of the residents who lived on the street was greatly disturbed by the noise and reported the incident to the police, who were immediately summoned to the scene. The students who engaged in the chanting were arrested and charged with violating the ordinance. The students who were prosecuted now bring suit challenging the constitutionality of the city ordinance. Which of the following would constitute their WEAKEST argument against enforcement of the city ordinance?",C,D,B, D,B,B,C,B, B,B,B
1475,"A plaintiff sued a defendant for injuries that the plaintiff suffered when he was struck by the defendant's car. At trial, the plaintiff testified that he was walking across the street inside a crosswalk at the time the defendant's car hit him. This action takes place in a jurisdiction that has a statute in effect requiring all motorists to stop and permit pedestrians to cross streets at designated crosswalks. The defendant contended that the plaintiff ran into the street outside the crosswalk. Furthermore, the defendant testified that he immediately applied his brakes when he saw the plaintiff dart into the street, but couldn't stop his car in time to avoid hitting him. In support of the defendant's testimony, the defendant calls a neighbor to testify that she has observed the plaintiff frequently during the years that she has lived on that street, and that the plaintiff ""always crosses the street outside the crosswalk. ""The neighbor's testimony is likely to be",D,D,B, B,D,D,B,B, B,D,D and B
1476,"A defendant shot and killed a victim at close range with a revolver. After the shooting death, the defendant was arrested and charged with first-degree murder. In this jurisdiction, first-degree murder is defined as ""knowingly or willfully causing the death of another human being. ""Which of the following situations, if believed by the jury, would most likely result in the defendant's acquittal of the first-degree murder charge?",B,C,C, A,D,D,B,B, B,C,B
1477,"A defendant was wearing a black leather jacket when he entered a deli for lunch. He placed his jacket on a coat rack located in the front of the deli. After his meal, the defendant picked up a similar black leather jacket, believing it to be his own. The jacket he took, however, belonged to another customer. The defendant left the deli and walked a short distance before realizing he had taken the wrong jacket by mistake. He then returned to the deli and placed the jacket back on the coat rack. He found his own jacket, which had been partially hidden under a stack of other coats. If the defendant were arrested and charged with larceny of the other customer's jacket, he will most likely be acquitted because",C,C,C, C,C,C,C,C, A,C,C
1478,"A plaintiff domiciled in State A brought a wrongful death action in a federal court in State A against a State B parent corporation and one of its foreign subsidiaries. The plaintiff alleged that a tire manufactured by the subsidiary in Europe had caused his wife's death in an automobile accident in Europe. The parent corporation does significant business throughout the United States, including in State A. The subsidiary conducts no business and has no employees or bank accounts in State A. The no employees or bank accounts in State A. The subsidiary manufactures its tires for the European market, but 2% of its tires are distributed in State A by the parent corporation. The subsidiary has moved to dismiss for lack of personal jurisdiction. Should the court grant the subsidiary's motion?",D,D,D, D,D,D,D,D, D,D,D
1479,"The State of Florida is prosecuting a former police officer for extortion of money from prostitutes. One of the State's witnesses is Sally. Sally has an adult conviction for vehicular homicide. She was charged with driving a car in a reckless manner resulting in the death of her sister, a passenger in the car. Sally pleaded nolo contendere, was adjudicated guilty and received a suspended sentence although she could have received a sentence of state imprisonment up to 5 years. At trial, evidence of this conviction is",A,A,A, A,A,A,A,A, A,A,A
1480,"A manufacturer of widgets sent a letter to an international widget retailer offering to sell ten truckloads of construction-quality widgets for $1,000 per truck. The retailer emailed a note back saying ""Please send 10 truckloads as promised."" No shipment was sent, but four months later when the market demand for widgets skyrocketed, the retailer sued the manufacturer for breach claiming that the retailer suffered damages by not having received the shipment of ten trucks as agreed. Does the retailer have a legal right to collect damages under these facts?",A,A,A, A,A,A,A,A, A,A,A
1481,"The Traditional Religion Advocacy Party (TRAP) has successfully lobbied the State of Texarkana for a statute named ""Equal Rights for All Religions."" The law requires broadcasters that air segments discussing Christianity to allow equal time for segments on Judaism, Islam, Hinduism, and Buddhism. The American Atheism Association (AAA) has put together a broadcast segment about atheism, rejecting all religions, but four of the five Texarkana stations have declined to air the segment because they believe it would violate the statute. AAA has filed suit against the state, challenging the constitutionality of the statute. What is the strongest argument AAA can make in support of striking down the Equal Rights for All Religions statute?",D,D,A, D,A,A,A,A, A,D,A
1482,"A car manufacturer produced a car that was sold nationwide. Problems with the car's brakes allegedly caused several accidents and injuries. Two individual buyers of the car each filed a class action, in different states, against the manufacturer, asserting the same products liability claims on behalf of all buyers nationwide. One class action was filed in federal court and the other was filed in state court. The parties in the federal action reached a court- approved settlement, and the court entered judgment dismissing the action with prejudice. The manufacturer's attorney has moved to dismiss the state court action on the basis of res judicata (claim preclusion). Should the state court look to federal or state law to decide the effect of the judgment?",D,C,A, C,D,D,A,A, C,A,A
1483,"A state was facing a fiscal problem. In order to raise funds, the state decided to consider the creation of a state postal service that only its residents may use for intrastate mail. The price for stamps printed by the state postal service would be half the cost of stamps printed by the U. S. Postal Service and would always be guaranteed to arrive within 24 hours. In addition, any employees of the state would be able to send their mail for free through the state postal service. Which of the following is the strongest constitutional argument against the proposed legislation?",B,D,B, C,B,B,B,B, B,B,B
1484,"In 1993, a rancher had good record title to a 20-acre orange grove in fee simple absolute. In 1994, the rancher delivered to his son, for a sum of $1,000, a deed signed by the rancher, naming the son and his heirs as grantee, and appearing valid on its face. The son neglected to record the deed. In 1998, a farmer, aware of the existence of the rancher-to-son deed, sought out the rancher and asked to buy for $10,000 a deed to the orange grove from the rancher to the fanner and his heirs. The rancher executed such a deed, and the fanner promptly recorded it. The farmer's intent was to acquire color of title and obtain ownership of the orange grove by adverse possession. In 1998, the farmer constructed a fence around the orange grove. In 1999, the son presented his deed of the orange grove to a retiree, and for $15,000, paid by the retiree, signed and delivered a deed of the orange grove in favor of the retiree and his heirs. After receiving the deed, the retiree made no effort to search the title, to examine the property, or to record the deed. In 2003, a buyer paid the fanner $20,000, and the farmer delivered to the buyer a deed of the orange grove in favor of the buyer and his heirs. The buyer had examined the property, had searched the title, and had no knowledge of the farmer's awareness of the prior rancher-to-son instrument. Although the buyer did not reside on the property, he regularly visited the orange grove twice a week. The buyer recorded his deed. In 2007 for $25,000 paid by an orange grower, the retiree signed and delivered adeed of the orange grove naming the orange grower and his heirs as grantees. Before the grower had paid the retiree and taken his deed, the grower visited the orange grove and observed the fence. However, the buyer was not present when the grower visited the property and nothing suggested who if anyone was using it. In any case, the grower did not attempt to search the title before making his purchase. This jurisdiction uses Grantor Grantee Indices and has no Tract Index. In 2008, what is the present state of title to the orange grove if the jurisdiction's recording act provides: ""Every conveyance of real property shall be invalid as against any person, except the grantor, his heirs, and assigns, having actual notice thereof, unless it is recorded as provided by statute""?",C,C,C, C,C,C,A,C, C,C,C
1485,"A young boy and a young girl were playing with a football on the sidewalk next to a street. They were laughing as they pushed and pulled each other, trying to get the ball and keep it away from each other. Just as a car approached on the street, the girl lost her balance and fell off the sidewalk and into the street. The driver of the car tried to swerve to avoid her, but ran over her leg. The girl suffered a broken leg. If the girl's parents assert a claim on her behalf against the driver to recover damages for her injuries, they will most likely",C,C,C, C,C,C,C,C, C,C,C
1486,"Each year, the local boys' and girls' club sponsors a ""Baseball Card Bonanza. "" During the three- day event, collectors of baseball cards gather, exchanging and swapping old cards. A boy and a girl, both 12-year-old youngsters at the bonanza, were looking at each other's cards when they were approached by a 32-year-old collector. The collector asked the boy and girl if he could look through their baseball cards. The boy and girl nodded affirmatively. As the collector was flipping through the boy's cards, he found a 1948 card featuring Branch Rickey, the former owner of the Brooklyn Dodgers. The collector, who knew the card was worth more than $500, offered the boy 50 cents for the card. The boy thought the card had very little value because he knew that Rickey was not a major league baseball player. The boy accepted the 50 cents and gave the Rickey baseball card to the collector. The next day the boy found out that the baseball card was worth$600. If the boy asserts a claim against the collector for deceit, will the boy prevail?",C,D,C, C,C,C,C,A, C,C,C
1487,"On January 31, a supermarket entered into a written contract with a produce company to purchase oranges. The contract contained a provision wherein the supermarket promised to purchase ""as many oranges as required, but at a minimum 100 bushels per month at a price of $20 per bushel for the next year. "" The agreement also provided that any modifications must be in writing. On February 1, the produce company shipped the supermarket 70 bushels of oranges, which were accepted and paid for. On March 1, the produce company tendered 80 bushels of oranges, which the supermarket accepted and paid for. On April 1, the produce company delivered 100 bushels of oranges to the supermarket. This shipment was accepted and also was promptly paid for. On April 2, the manager of the supermarket became concerned because a Florida drought had resulted in a sharp increase in the price of oranges. Consequently, the manager consulted the supermarket's attorney, who advised him to demand adequate assurances that the produce company would perform its obligations under the terms of the contract. Heeding the attorney's advice, the manager sent a letter on April 3 to the produce company, expressing his concern and requesting an adequate assurance of due performance for the balance of the contract. This letter was received by the produce company on April 4. Which of the following best states the supermarket's legal rights against the produce company?",D,D,D, D,D,D,D,D, D,D,D
1488,"A uniformed United States Park Policeman pulled over a motorist for going through a red light. The man reacted gruffly, telling the officer that he had no authority to stop him. There was a brief scuffle, and the officer issued two more charges, for disorderly conduct and failure to obey an officer. Eventually, the defendant pled guilty to the red light citation and the other two charges were dismissed. He then filed a federal court action against the park policeman in which he asserted a Bivens civil rights claim for false arrest and malicious prosecution. The first legal theory was that the park officer lacked authority to stop the plaintiff on a New York street and arrest him for a state traffic violation. He claimed that the officer was outside of his federal park land jurisdiction. Will the court likely uphold the authority of the park police under these facts?",A,C,A, A,A,A,A,A, C,A,A
1489,"An avowed corrimunist was elected vice president of a union. A senator, in his investigation of communist infiltration of national labor unions, found a provision in a statute passed by Congress, which makes it a crime for a member of the communist party to act as an official of a labor union. After a subsequent legislative hearing, the communist is dismissed from his position by the union. Which of the following most accurately summarizes the applicable rule of constitutional law regarding the aforementioned provision of the statute?",D,D,D, D,D,D,D,D, D,D,D
1490,"A bakery incorporated and headquartered in State A had a dispute with a mill incorporated and headquartered in State B over the quality of the flour the mill had delivered to the bakery. The bakery sued the mill in a federal court in State A for breach of contract, seeking $100,000 in damages. The contract between the bakery and the mill contained a clause designating State B courts as the sole venue for litigating disputes arising under the contract. Under precedent of the highest court in State A, forum-selection clauses are unenforceable as against public policy; under U.S. Supreme Court precedent, such clauses are enforceable. The mill has moved to transfer the case to a federal court in State B, citing the forum-selection clause in the parties' contract and asserting the facts that the flour was produced in State B and that the majority of likely witnesses are in State B. Is the court likely to grant the mill's motion?",D,D,C, C,C,C,C,C, C,C,C
1491,A 16-year-old boy was bullied regularly at school by several older boys. The 16-year-old was developmentally disabled and his mannerisms were a magnet for malicious bullies. One day the boy stole his father's licensed handgun and shot one of the bullies dead. The district attorney announced prosecution of the teen as an adult and asked for the death penalty due to aggravating circumstances. The trial court certified the boy over to adult criminal court. The boy was convicted and sentenced to death. An appeal was taken on his behalf all the way to the U.S. Supreme Court. The Supreme Court agreed to hear the case on the merits. Will the Court affirm the sentence of death?,D,D,D, D,D,D,D,D, D,D,D
1492,"A recent law school graduate took and passed the bar examination. Before the swearing-in ceremony, however, the graduate received a letter from the bar examiners indicating that his admission would be delayed until a character fitness investigation had been completed. The examiners also requested information as to whether the graduate had ever been arrested, convicted, or placed on probation for a criminal offense. The graduate had been arrested as a juvenile for possession of marijuana. He was placed in a special drug education program for first- time juvenile offenders and was told that the arrest would be expunged. Since the graduate believed that he had been totally exonerated of criminal liability, he didn't report the arrest on his bar application form. The bar examiners had, in fact, received an anonymous letter making reference to the graduate's juvenile arrest and suggesting that he was not morally fit to be admitted as an attorney. In addition, the letter provided detailed information about the facts related to the offense. As a result, the examiners hired a special investigator, to look into the matter. As part of the investigator's inquiry, he went to the clerk of the juvenile court where the offense occurred and demanded access to the records concerning the graduate. The clerk refused, citing a state statute that required all court and police records relating to juveniles be sealed. After all other attempts to gain access to the records proved futile, the bar examiners filed suit in federal district court demanding access to the relevant documents. The court should rule that, as applied to this case, the state statute regarding the sealing of juvenile records is",D,D,B, B,D,D,B,B, B,B,B
1493,"A construction worker sued an insulation manufacturer in federal court, claiming that he had developed a chronic health condition as a result of 20 years of exposure to the manufacturer's insulation at his work sites. The manufacturer answered, denying all liability and stating that it had never supplied its insulation to the worker's employer. The worker's attorney deposed the manufacturer's president, and the manufacturer's attorney deposed the worker. Immediately thereafter, the manufacturer moved for summary judgment on the ground that the worker had no evidence showing that the insulation had ever been used by the worker's employer. What would be the worker's best response to the motion for summary judgment?",A,A,A, A,A,A,A,A, A,A,A
1494,"Two days before his home was to be sold at a foreclosure sale, a homeowner obtained a temporary restraining order (TRO) in federal court that prevented his lender from proceeding with the sale for 14 days or until a preliminary injunction hearing could take place, whichever was sooner. When a preliminary injunction hearing could not be scheduled within the original 14-day period, the court extended the TRO for another 30 days. The lender appealed the court's order extending the TRO. The homeowner has moved to dismiss the appeal. Is the appellate court likely to dismiss the appeal?",D,C,B, C,C,C,C,B, C,B,C
1495,"A woman was seven months pregnant with her first child. One afternoon, the woman was in the kitchen of her home preparing a snack when she glanced out the window and saw a horrible crime being committed. The woman watched in horror as a local gang member pulled out a handgun and used it to shoot the victim, a member of a rival gang. The gang member did not know anyone was witnessing his act of shooting the victim. The woman watched as the victim collapsed and fell dead on her neighbor's front lawn. As a result of her shock from viewing this horrible incident, the woman suffered a miscarriage. If the woman asserts a claim against the local gang member who shot the victim, the woman will",C,C,C, A,C,C,A,C, C,D,C
1496,"A man allowed his friend to borrow a debit card to buy a computer. When the friend refused to return the card during a later conversation in a bar, the man pointed a handgun at the friend, held his finger on the trigger, and said, ""Give it back!"" A bystander screamed and threw a beer bottle at the man. The bottle struck the man's hand and caused the gun to discharge, killing the friend instantly. The man was convicted of murder in a jurisdiction that follows the common law of homicide. On appeal, he argues that the evidence, which essentially set out the facts above, was insufficient to support a verdict of murder. Should the man's conviction be reversed?",A,B,A, A,B,B,A,A, A,A,A
1497,"""An assault is an unlawful attempt, with or without present ability, to commit a battery on the person of another. It is a misdemeanor punishable by imprisonment of up to six months. ""A defendant was a lawyer who worked in a law firm located in the state. The defendant, who had a reputation of being a prankster, decided to play a practical joke on the senior partner of the law firm. The defendant donned a cowboy mask and entered the senior partner's office. As the senior partner was talking on the phone with his back to the door, the defendant pulled out a toy cap gun and said, ""This is a stickup . . . give me your wallet or I'll shoot. "" When the senior partner turned around to face the defendant, he pulled the trigger of the gun. This caused the toy pistol to make a loud noise. Although the senior partner was not frightened, he fired the defendant because of the incident, citing unprofessional conduct. The defendant was subsequently charged with criminal assault under the above mentioned statute. At trial, the defendant testified that he was only playing a practical joke on the senior partner and was trying to scare him as a harmless prank. If the jury believes the defendant, they should find him",C,B,A, A,C,A,A,C, C,C,C
1498,"After a severe thunderstorm had struck the area, a homeowner discovered that her roof had suffered extensive damage. She telephoned a roofer to inquire about having the necessary repairs done to her roof. The roofer agreed to finish the work within 30 days, and the homeowner promised to pay$10,000. Which of the following statements is most accurate?",A,A,C, C,C,C,C,A, A,A,A and C
1499,"A county owns a large expanse of land next to the ocean. Four years ago, in order to enhance the recreational aspects of the land, the county leased most of it to a private company. The lease required the company to construct and operate a first-rate golf course and country club complete with bar, restaurant, and private marina and to pay the county 15% of its net profits as rent. The company set up bylaws, which were reviewed and approved by the county at the time the lease was negotiated. According to the bylaws, the golf course and country club, complete with its restaurant and bar, would be open to members only, and the membership committee is empowered to set up strict membership ""standards,"" as well as the cost of membership fees and dues. Upon completion of the facilities, the state granted the company a license to sell alcoholic beverages in its restaurant and bar. The membership committee announced that the membership fee is $5,000 and the monthly dues $75 per month. Furthermore, the membership committee had a policy of approving only membership applications for Latino Men, while disapproving and denying all applications of women, African Americans, white Americans, and other minorities. A white resident of the county, upon denial of membership, brings an action against the company seeking injunctive relief to compel his admission claiming that denial of membership to white residents violates his right to equal protection. Which of the following statements is most accurate?",B,A,B, A,B,B,B,B, A,B,B
1500,"A national distributor of windows selected a retailer to sell its windows in a specified geographic area. The parties negotiated a written distribution agreement, which stated that any order for windows placed by the retailer would be binding on the distributor ""only when expressly accepted by the distributor."" For the next two years, the retailer forwarded orders to the distributor, and the distributor always filled the orders. In the third year, the distributor accused the retailer of overcharging customers to install the distributor's windows. The retailer responded that the distributor had no control over the retailer's installation prices. When the distributor received the retailer's next order for windows, it refused to fill the order. If the retailer sues the distributor for breach of contract, will it be likely to prevail?",D,D,D, D,D,D,D,D, D,D,D
1501,"One evening, a defendant set fire to an occupied house. As a result of the blaze, the homeowner's daughter was killed. The defendant was charged with felony murder on the first count and arson on the second count of the two-count indictment. The jury found the defendant guilty on the first count, but returned a not guilty verdict on the second count. The defendant's attorney's motion to set aside the guilty verdict on the felony murder charge will be",B,C,C, C,B,B,C,C, C,C,C
1502,"A housing corporation owned a tract of land and prepared a development plan to divide the land into 100 lots and create a residential community on the tract of land. The Declaration of Covenants created the community association, an administrative entity that would administer and enforce the regulations and restrictions recited among the covenants. One of the regulations set forth in the Declaration of Covenants reads:""Each purchaser, by the acceptance of a deed therefore, promises to pay the community association an annual assessment or charge to be determined on the basis of the valuation of each individual lot and the improvements thereon. Nonpayment of any annual assessment or charge when due shall result in a lien upon the parcel of the property. ""A gardener, the owner of lot 29 in the development, sold his land to a landscaper with a deed containing no restrictions. The community association, pursuant the Declaration of Covenants, sues the landscaper to collect the annual assessment for lot 29. Which of the following is the best argument for the landscaper?",D,D,C, D,C,C,C,C, D,B,C
1503,"A creditor loaned his friend $15,000 to help pay for the friend's daughter's college tuition. Six months later, the friend lost his job and was unable to repay the loan to the creditor. After learning of his friend's situation, the creditor sent his friend the following letter on June 1:""I promise to discharge the $15,000 debt which you owe me upon delivery of your autographed baseball bat if you promise to deliver the bat to me by August 1 . ""After receiving this letter, the friend telephoned the creditor and accepted the offer. The friend's verbal acceptance of the creditor's offer most likely effectuated",A,A,A, A,A,A,A,A, A,A,A
1504,"A father died leaving a will by which he devised a 100-acre tract to his daughter. At the time of the father's death, he believed that he owned all of the 100-acre tract. However, the father actually owned 95 acres of the tract. The other five acres were owned by a farmer. After taking possession of the tract, the daughter executed and delivered a warranty deed to a buyer, purporting to convey all 100 acres of the tract. The agreed purchase price was $100,000. According to the terms of the sale, the buyer paid the daughter a down payment of $25,000, with the unpaid portion of the purchase price (i. e. , $75,000) secured by a mortgage. The mortgage instrument described the property interest as covering all 100 acres of the tract. After the daughter buyer transaction was completed, the farmer came forward and informed the parties that she was the true record owner of five acres of the 100-acre tract. Upon the farmer's threat to sue to quiet title, the daughter negotiated a deal whereby she paid the farmer $5,000 for the five-acre tract. As part of their agreement, the farmer executed and delivered a quitclaim deed quitclaiming to the buyer all of her interest in the five-acre parcel. Thereafter, the buyer defaulted on the mortgage debt, and the daughter properly consummated foreclosure proceedings, becoming the purchaser of the tract at her own foreclosure sale. The description of the deed in the foreclosure sale referred to the tract as consisting of all 100 acres. After the foreclosure sale was finalized, the buyer brought suit claiming title in fee simple to the five-acre tract, formerly owned by the farmer. In an appropriate action to determine the title to the said five-acre tract, the buyer will",B,B,B, B,B,B,B,B, B,B,B
1505,"A woman owned a four-unit apartment building and lived in one of the units. When one of her tenants vacated his apartment, the woman placed an advertisement in the local paper that read as follows: ""Large two-bedroom apartment available for rent. White male preferred."" The woman's preference was motivated by the fact that she liked to have a mix of tenants of both genders and from various racial and ethnic backgrounds in her building, and of the remaining rented units, one was rented to an African American man and the other to a Pacific Islander woman. Based upon these facts, which of the following statements is true?",D,D,D, D,D,D,D,D, D,D,D
1506,"An owner had a record store in the downtown business area of a city. A famous rock group was scheduled to perform at the local civic center and the owner featured the band's records in a special sale for the two weeks prior to the concert. In order to promote his sale, the owner installed loudspeakers on the outside of his store window so that he could play the band's records for people walking by to hear. It was the owner's hope that when they heard the records, the passersby would turn into customers and buy the band's records. Subsequently, the owner was cited for violating a city ordinance which provides that:""An owner of property located within the city limits shall not permit to be used on his property any device which causes sounds, other than clock chimes, to be heard upon the street or sidewalk. Violation of this ordinance shall subject the property owner to a fine of $50. 00 for each occurrence. ""If the owner is successful in challenging this ordinance in court, the court would most likely reason that",B,D,B, D,B,B,A,B, D,B,B
1507,"A doctor parked her car in a public parking lot in a downtown area. A construction company was using a large crane to build a new office building next to the parking lot. When the crane was manufactured, some of the welding of its parts was done improperly. No one had ever noticed this manufacturing defect in the crane. The defect caused the crane to break and topple over. Part of the crane fell on the doctor's car. The doctor's car was completely destroyed. The car was valued at $35,000. The doctor had auto insurance, and the insurance company promptly paid the doctor $35,000 under the insurance policy. If the doctor brings suit against the manufacturer of the crane, will the doctor prevail?",C,C,C, C,C,C,C,C, C,C,C
1508,"During a hotly contested gubernatorial election, a local newspaper endorsed the candidacy of a corporate official of a chemical company. Inspired by a progressive revolt against the chemical company's domination of the state government, the corporate official's opponent, won by an extremely close margin. After the new governor took office, he vowed to get back at the company that owned the local newspaper for its newspaper's endorsement of the corporate official. Using his influence, the new governor was instrumental in getting the state legislature to pass a bill that imposed a special tax on the sale of ink and paper used in the publication of newspapers and periodicals of general circulation. The tax bill was signed into law by the governor. The strongest constitutional basis upon which to challenge the validity of the tax would be the",D,D,D, B,D,D,D,D, D,D,D
1509,"A legislative assistant to a state senator approached various wealthy lobbyists without the senator's knowledge to solicit illegal campaign contributions for the senator's upcoming re-election campaign. The assistant dictated several letters requesting such contributions, which the senator signed without reading, along with a pile of other correspondence. Before the letters were mailed, however, the senator discovered what had happened and then immediately terminated the assistant's employment. Later that same evening, after being notified that he was fired, the assistant returned to the senator's office and used his keys, which had not yet been returned, to enter. The assistant made copies of the letters in question. The following day, the assistant turned over the copies of the letters to an investigative reporter from the local newspaper in the area. The reporter had heard about the assistant's dismissal from another staff member and was curious about all the underlying circumstances. After the assistant provided the reporter with all of the pertinent facts, the reporter wrote a news story regarding the senator's solicitation of illegal campaign contributions. Although the reporter's story was printed in the newspaper, he did not reveal the source of his information. As soon as the publication was made, the FBI initiated an investigation of the senator's campaign finances. If the senator asserts a claim based on invasion of privacy against the newspaper for the publication of the article concerning the solicitation of illegal campaign contributions, the most likely result is that the senator will",D,D,D, D,D,D,D,D, D,D,D
1510,"The prime minister of a foreign country was assassinated by a group of right wing extremists. The prime minister's death triggered a civil war between rival factions within the country. To prevent U. S. involvement in this country's political crisis, Congress passed an appropriations bill prohibiting any funding for U. S. military operations in this foreign country. The appropriations bill was passed over a presidential veto. Thereafter, the President issued an executive order directing U. S. Navy and Army troops to the foreign country to restore order. Is this executive order constitutional?",C,C,C, C,C,C,C,C, C,C,C
1511,"A young man called his casual friend to get together after work to go to a nearby ski lift. They each went up on the lift individually, because neither liked to share. Close to the top of the mountain, the friend fell off of his ski lift, and sustained injuries. The young man then decided he had had enough of skiing, but his friend called out, ""...you have to help! You have to call someone! I cant walk and it is your fault I am up here!"" The man did not respond and went home. His friend froze to death with no help ever coming to him. The people on the lift behind them both heard and saw everything, and the prosecutors office investigated the incident as a possible negligent homicide. What is the most likely decision of the prosecutor?",A,A,A, A,A,A,A,A, A,A,A
1512,"A woman owned an extensive art collection that she displayed in a special room of her home. While the woman was away on a vacation, there was a burglary at her home, and her favorite painting was stolen. Although the painting was insured for $1,000,000 by an insurance company, it had a market value of over $1,500,000. When the woman returned from vacation, she met with a detective employed by the insurance company to investigate the theft. During their meeting, the woman told the detective that she would pay him an extra $50,000 if he recovered the paihting. For the next three weeks, the detective investigated the theft as part of his job responsibilities with the insurance company. Within the course of this investigation, the detective learned who was responsible for the burglary. As a consequence, the culprit was apprehended, and the painting was recovered and returned to the woman. The detective then requested the $50,000 that the woman had promised to pay him. After the woman refused to make the payment, the detective sued the woman for breach of contract. Who is most likely to prevail?",A,A,B, A,B,B,B,B, B,B,B
1513,"A defendant was charged with and tried for murder. At trial, the defendant testified that he had acted in self-defense. The trial court instructed the jury that the defendant had the burden of proving by a preponderance of the evidence that he had acted in self-defense. The defendant objected, arguing that this instruction violated the constitutional requirement that the prosecution prove the offense beyond a reasonable doubt. Did the trial court's instruction violate the defendant's federal constitutional rights?",D,D,D, D,D,D,D,D, D,D,D
1514,"After learning that a new housing development was about to be built, a developer began looking for property near the housing development on which he could build a shopping center. After an extensive search, he purchased a three-acre undeveloped tract of land for the purpose of developing a small shopping center. At the time the sale was finalized, the developer told his plans to the seller of the three-acre tract, and also mentioned that he was worried whether he had sufficient funds to complete the project. The seller agreed to lend money to the developer to allow for completion of the project. The seller then wrote out the following contract:""In order to help the developer with his plans for development of a shopping center on the three- acre tract he has this day purchased from me, I will lend him $50,000 at 10 percent interest provided he signs a contract with a builder for construction of the shopping center on this tract. Repayment to me at the rate of $5,000 per year to be secured by a mortgage on the three-acre tract. ""Both parties then signed the contract. The seller's promise to lend $50,000 to the developer is",A,A,A, A,B,B,B,A, A,A,A
1515,"A shopper purchased a can of sardines, which had been produced by a fish company. A short while later at home, the shopper was preparing a sardine sandwich when she opened the can and, to her astonishment, she saw a decomposed mouse. The shopper became nauseated and vomited upon seeing the mouse. After consulting her attorney, the shopper initiated a strict liability action against the company. At trial, the shopper presented into evidence the sardine can with the company's label, along with other corroborating evidence. The attorney representing the company objected to the introduction of the label on the can. The trial court should",A,A,A, A,A,A,A,A, A,A,A
1516,"A man wants to sell his bungalow for $10,000. His neighbor wants to buy it so he can make his yard bigger and use the structure as a storage space, so he agrees to buy the bungalow in a written agreement. The sale is to be complete on October 14. On October 10, the neighbor realizes he cannot pay $10,000, and offers to pay $8,000 instead. The man agrees, and the exchange takes place on October 14. The man then sues for the remaining $2000. Would he likely prevail in getting the additional $2,000 that is part of the signed contract?",A,B,B, A,A,A,B,B, B,B,B
1517,"A worker was injured when a machine he was using on the job malfunctioned. The worker brought a federal diversity action against both the machine's manufacturer and the company responsible for the machine's maintenance. At trial, the worker submitted a proposed jury instruction on negligence. The court did not accept the proposed instruction and instead gave a negligence instruction that the worker's attorney believed was less favorable and legally incorrect. The attorney did not object to the negligence instruction before it was given. The jury returned a verdict for the defendants. The worker has moved for a new trial on the ground that the court's negligence instruction was improper. What argument has the best chance of persuading the court to grant the motion?",C,C,C, C,C,C,C,C, C,C,C
1518,"A city imposes a municipal excise tax of $200 per year on commercial artists' studios in that city. It also imposes an excise tax of $100 per year on every itinerant commercial figure drawer for the privilege of using the streets and sidewalks. A credit is allowed against this latter tax for any excise tax paid to the city by the drawer or his employer in respect to the maintenance of an artist's studio in the city. A gallery, located in a neighboring state, has been sending two itinerant artists into the city. Their practice is to draw a picture of a pedestrian, ask him to order a finished painting, and collect a payment of $2. 00. The drawing is sent to a studio, which frames it and mails the framed painting to the customer. The neighboring state does not impose a tax on artists' studios. The gallery challenges the constitutionality of the $100 per year excise tax that is imposed upon its itinerant artists in the city. The court will most likely declare this tax",D,D,B, B,D,D,D,D, D,B,D
